sentence,범죄,혐오,선정,비도덕 아님,폭력,비난,욕설,차별
나 오늘 놀러갔다가 불륜 커플 봤다,0,0,0,1,0,0,0,0
나도 서울 근교 유원지 놀러갈 때 딱 봐도 불륜 티 나는 사람들 자주 봐,0,0,0,1,0,0,0,0
도대체 틀딱이 뭐가 좋다고 만나는거지?,0,0,0,1,0,0,0,0
진짜 거드름 피우고 괜히 종업원들한테 센척하고 재수 털리던데,0,0,0,0,0,1,0,0
그리고 틀딱들은 주로 배 나오고 거무죽죽해서 담배 쩐내 나고 쉰내 나게 생겼음,0,1,0,0,0,1,0,0
오늘 마트 갔는데 틀딱 진상 때문에 계산 겁나 늦어짐,0,1,0,0,0,1,0,0
동전 다 긁어와서 계산하고 종업원한테 행패 부리는데 진짜 짜증났어,0,0,0,1,0,0,0,0
궁상스러운 틀딱 ㅋㅋㅋㅋㅋㅋㅋ,0,1,0,0,0,1,0,0
러시아 여자들이 한국 남자 좋아한대,0,0,0,1,0,0,0,0
얼굴 빻은 페미들 꼴도 보기 싫은데 이참에 러시아로 가자,0,1,0,0,0,1,0,0
개웃_ㅋㅋㅋㅋ 한남들 제발 눈에 띄지 말고 사라져라,0,0,0,0,0,1,0,0
한남이랑 러남 교환좀요 ㅜㅜ,0,0,0,1,0,0,0,0
나 오늘 좀 신경썼는데 어때?,0,0,0,1,0,0,0,0
사진 보고 평가좀,0,0,0,1,0,0,0,0
한남이 꾸민 거 같다는 거 개웃김 ㅋㅋㅋㅋㅋ,0,0,0,0,0,1,0,0
나 진짜 요즘 한남들 마스크 쓰고 다녀서 너무 다행이야 ㅜㅜㅜ,0,0,0,1,0,0,0,0
일남 원숭이보다 한남이 더 못생겼는데 얼굴 가려줘서 고마워,0,0,0,0,0,1,0,0
니 얼굴이나 어떻게 좀 해봐,0,0,0,0,0,1,0,0
칼푹찍 하고 싶다 한남들 보면,1,1,0,0,1,0,0,0
왜 그래 갑자기?,0,0,0,1,0,0,0,0
그냥 한남은 사회악이야,0,1,0,0,0,1,0,0
한남유충은 진작 낙태 당했어야 돼,1,1,0,0,1,0,0,0
오늘 광화문에서 페미들 상의탈의 시위함,0,0,0,1,0,0,0,0
밋틴건가... 차라리 다 벗지 ㅋㅋㅋ,0,0,1,0,0,1,0,0
ㄱㅊ도 걍 내놓고 다녀~,0,0,1,0,0,1,0,0
그리고 틀딱모로게이한테 걸려라 ㅎㅎ,0,1,0,0,0,1,0,0
오늘 또 한남 한 명 지하철에서 몰카찍다 걸렸대,0,0,0,1,0,0,0,0
몰카까지 찍은게 ㄹㅇ 한남의 정석,0,0,0,1,0,0,0,0
걍 뒤졌으면 역겨워 진짜 한남들만 없어도 한국 청정지역이다,0,1,0,0,1,1,0,0
한남은 뒤지는게 세상에 기여하는 일이다,0,1,0,0,1,1,0,0
한남이랑 결혼해서 애까지 낳는거 넘나 신기함 ㅋㅋㅋ,0,0,0,1,0,0,0,0
니 면상으로는 결혼하지도 못해,0,0,0,0,0,1,0,0
네 다음 한남,0,0,0,1,0,0,0,0
오늘 지하철에 한남 암내 쩔었음,0,0,0,1,0,0,0,0
아 진짜 싫다,0,0,0,1,0,0,0,0
좀 씻고 향수라도 뿌리고 다녀 냄새 오져 한남들,0,1,0,0,0,1,0,0
70대 할아버지가 20대 여자 성추행했대,0,0,0,1,0,0,0,0
밋틴 노망난 틀딱,0,1,0,0,0,1,1,0
그냥 빨리 죽어야 되는 거 아니냐?,0,0,0,0,1,0,0,0
발정난 틀딱 홀딱 벗겨서 6.9 광화문 전광판에 전시해버릴라,0,1,1,0,1,1,0,0
한남 너무 끔직해,0,1,0,0,0,1,0,0
꼴도 보기 싫음,0,0,0,1,0,0,0,0
니가 더 끔찍해,0,1,0,0,0,0,0,0
지 남자친구가 오구오구 해주니까 지가 진짜 귀여운줄 아나봄,0,0,0,0,0,1,0,0
매번 말할때마다 혀짧은 소리 내는거 역겨움,0,0,0,0,0,1,0,0
코맹맹이 소리 내면서 애교 부리는거도 진짜 토쏠림,0,0,0,0,0,1,0,0
그러다가 내가 혀 뽑아버리는 수가 있음,0,0,0,0,1,0,0,0
한남들 얼굴이 다 하향평준화 된 것 같음,0,1,0,0,0,1,0,0
내가 숏컷하고 다닌지 꽤 됐는데 돌아다니면서 나보다 잘생긴 한남 본적 없다,0,0,0,0,0,1,0,0
그래놓고 남들 얼굴 평가질 오지게 함,0,0,0,0,0,1,0,0
진짜 한남들의 마인드는 상상을 초월한다,0,1,0,0,0,1,0,0
정말 다른 의미로 한남들 대단들하십니다,0,1,0,0,0,0,0,0
나는 남자들 화장실 다녀오는거 보고 기겁했음,0,0,0,1,0,0,0,0
걔네는 볼일 보고나서 아예 손 안닦거나 물만 대충 묻히고 나오잖아,0,0,0,1,0,0,0,0
그러고 다른 사람이 왜 손 안씻냐 그러면 지들 더러운거 인정하기 싫어서 부득부득 우김,0,0,0,1,0,0,0,0
아무것도 모르고 좋다면서 저 더러운 한남들 손 잡고 다닐 애인이 불쌍하다,0,1,0,0,0,1,0,0
저런 더럽고 바퀴벌레만도 못한 한남들이 퍽이나 여친이 있겠다,0,1,0,0,0,1,0,0
진심으로 걱정되서 하는 말인데 진짜 장애가 있는거 같아요,0,1,0,0,0,1,0,0
말도 계속 더듬고 어눌하게 하고 하는게 장애 맞는듯 병원 한번 가보시는게 좋을듯,0,1,0,0,0,1,0,0
티비에서 발꼬랑내 나서 못봐주겠다,0,0,0,0,0,1,0,0
저렇게 발연기할거면 쟤를 돈주고 왜쓰냐,0,0,0,0,0,1,0,0
저 틀딱 아재가 아이돌이라고?,0,0,0,0,0,1,0,0
저기요 죄송하지만 늙은이는 아이돌이 될 수 없습니다,0,0,0,0,0,1,0,0
그래도 한때 가요계를 평정했던 분들인데 말좀 가려서 합시다,0,0,0,1,0,0,0,0
그거 다 한때임 철지난 퇴물들은 그냥 들어가서 쉬세요,0,0,0,0,0,1,0,0
언제까지 추억팔이 하면서 팬들 돈뜯어가며 살건지..,0,0,0,0,0,1,0,0
어떻게 된게 옛날에 비해서 발전한게 하나도 없냐,0,0,0,1,0,0,0,0
그럴거면 그냥 방송에 나오지를 마,0,0,0,0,0,1,0,0
웃기지도 못하고 그냥 가만히 앉아있기만 하는 병풍같음,0,0,0,0,0,1,0,0
예능 부적응자 주제에 자꾸 예능에 기어나오네,0,0,0,0,0,1,0,0
쟤는 너무 성깔있게 생김,0,0,0,0,0,1,0,0
ㅇㅈ 기 엄청 세보이니까 함부로 건들지 마셈 너 그러다 한대 맞을 수도 있음,0,0,0,0,1,1,0,0
그 성깔있게 생긴 얼굴 좀 죽여보려고 화장도 그렇게 한거 같은데 그게 문제인듯,0,0,0,0,0,1,0,0
그냥 성깔있는 이모님이 되어버림,0,0,0,0,0,1,0,0
쟤는 집안이 빵빵하니까 다른 연옌들처럼 떠야겠다는 절실함이 별로 없는듯,0,0,0,0,0,1,0,0
심지어 부자들처럼 은근히 주변사람들 무시하는게 온몸에 배어있음,0,0,0,0,0,1,0,0
지 잘난 맛에 사는 놈 꼴보기 싫음,0,0,0,0,0,1,0,0
쟤는 맨날 인맥발로 방송나오네,0,0,0,0,0,1,0,0
홀로서기는 죽을때까지 불가능할듯,0,0,0,0,0,1,0,0
고정프로 나오기엔 능력치가 너무 딸림,0,0,0,0,0,1,0,0
그냥 이대로 게스트로만 나오다가 사라질듯,0,0,0,0,0,1,0,0
변태 자식.. 그냥 가만히나 있지 게이가 어디 티비에 나오냐,0,1,0,0,0,1,0,0
난 쟤 티비 나오면 토쏠려서 그냥 채널 돌려버림,0,0,0,0,0,1,0,0
기술도 지식도 없는 외국인들이 한국와서 방송인 되는거 별로임,0,0,0,0,0,1,0,1
ㅇㅈ 지네 나라에선 아무것도 아닌 찐따들이면서 한국와서 멋진 척 가식떠는거 역겨움,0,0,0,0,0,1,1,1
별 노력 없이 돈 참 쉽게 버네,0,0,0,0,0,1,0,0
제발 그만좀 나와라 너무 지겨움,0,0,0,0,0,1,0,0
진짜 징그럽게 잘버틴다,0,0,0,0,0,1,0,0
박수칠 때 떠나라는 말이 괜히 있는게 아님,0,0,0,1,0,0,0,0
되도 않는거 붙잡고 질질 끌고 있으니까 꼴불견이네,0,0,0,0,0,1,0,0
보고싶은 뮤지컬 있었는데 아이돌 캐스팅보고 마음 접음,0,0,0,1,0,0,0,0
아이돌 나오는것도 짜증나는데 왜 하필 걔야,0,0,0,0,0,1,0,0
진짜 못보겠음 믿고 거른다,0,0,0,0,0,1,0,0
쟤는 살만 좀 빼면 이쁠거 같은데 노력을 안하네,0,0,0,0,0,1,0,0
춤선이 살에 가려서 보이질 않는다,0,0,0,0,0,1,0,0
ㅋㅋㅋ출렁이노,0,0,0,0,0,1,0,0
점프하는게 왠지 힘겨워 보임,0,0,0,0,0,1,0,0
저 여자 얼굴은 못생겼는데 가슴은 빵빵하네,0,0,1,0,0,1,0,0
완전 만지고 싶게 생겼음,0,0,1,0,0,0,0,0
아무래도 남자가 가슴보고 만나는듯,0,0,1,0,0,0,0,0
남자 그거 할 때 좋겠네,0,0,1,0,0,0,0,0
그렇게 파인 옷 입고 살짝만 보여줄거면 그냥 아예 벗어라,0,0,1,0,0,0,0,0
저런 옷 입는 꼬라지 보면 나 좀 따먹어달라고 광고하는거 같음,0,0,1,0,0,0,0,0
언니는 이쁜데 동생은 왜 그모양임?,0,0,0,0,0,1,0,0
진짜 유전자 몰빵 제대로네ㅋㅋ,0,0,0,0,0,1,0,0
쟤는 왜저렇게 화장을 떡칠하고 다닐까,0,0,0,0,0,1,0,0
못생겼으니까 화장을 진하게 하지,0,0,0,0,0,1,0,0
본판이 못생겼는데 화장을 한다고 그게 가려지나,0,0,0,0,0,1,0,0
차라리 아예 화장을 하지 마 역겨워,0,0,0,0,0,1,0,0
무슨 자신감으로 도대체 비키니를 입은거지?,0,0,0,0,0,1,0,0
보니까 뱃살 오짐 거의 멧돼지 수준,0,0,0,0,0,1,0,0
세상 뚱뚱한데.. 나같으면 저런 영상 못찍을듯,0,0,0,0,0,1,0,0
비키니는 말라야 이쁘지 저 몸매로는 비키니는 둘째치고 뭘 입든 다 별로임,0,0,0,0,0,1,0,0
입을거면 몸매 관리를 좀 하고 입던가 보는 사람 눈도 좀 생각해줘야지 역겹다구요,0,0,0,0,0,1,0,0
볼때 마다 느끼는건데 저 남자는 무식한거 다티남,0,0,0,0,0,1,0,0
보나마나 지잡 출신 백퍼일듯,0,0,0,0,0,1,0,0
가만히 입다물고 있으면 반은 갈텐데..,0,0,0,0,0,1,0,0
엄마 아빠 둘다 이쁘고 잘생겼는데 애는 왜 그모양임,0,0,0,0,0,1,0,0
크면서 점점 못생겨지는듯,0,0,0,0,0,1,0,0
이정도면 부모가 성형한거 빼박아니냐,0,0,0,0,0,1,0,0
동성애가 왜 나쁜거임? 다를거 없이 다 똑같은 사람인데..,0,0,0,1,0,0,0,0
사람? 그럼 조두순이나 유영철도 사람이라는 소리임?,1,0,0,0,0,1,0,0
지금 동성애랑 성범죄자랑 동급이라는 소리임?,0,0,0,1,0,0,0,0
이건 뭐 머리에 빵꾸나지 않는 이상 이런 말을 할 수가 있는건가?,0,0,0,0,0,1,0,0
그냥 사회부적응자가 관심받고 싶어서 그러는거니까 먹이를 주지 마세요,0,0,0,0,0,1,0,0
멀쩡히 돈도 벌면서 한남들은 왜 그렇게 그지같이 하고 다니는거임?,0,1,0,0,0,1,0,0
그 돈으로 피씨 방가서 허버허버 쳐먹는데 다 쓰나보네,0,0,0,0,0,1,0,0
아 우리나라에서 한남으로 살아가기 참 편하다,0,1,0,0,0,1,0,0
제가 처음 들어봐서 그런데 퀴어가 무슨 뜻이에요?,0,0,0,1,0,0,0,0
성소수자들을 지칭하는 포괄적인 단어입니다,0,0,0,1,0,0,0,0
어 그거 아닌데? 바퀴어벌레라는 뜻임ㅋㅋ,0,1,0,0,0,1,0,0
문신충과 성괴의 만남이라..,0,1,0,0,0,1,0,0
이 둘의 존재 자체가 공해임,0,1,0,0,0,1,0,0
이런 애들을 보고 자라나는 새싹들이 뭘 배우겠니ㅉㅉ,0,0,0,0,0,1,0,0
저러고 다니면 부모님 보기 안부끄럽나 싶음,0,0,0,0,0,1,0,0
예쁜 타투는 섹시하지만 저렇게 과한 타투는 지저분한 낙서같음,0,0,0,1,0,0,0,0
멸치가 지 허약한 몸 커버하려고 센 척하는 용도로 하는 타투는 좀..,0,0,0,0,0,1,0,0
저런애들은 발가벗겨서 세번째 다리에도 문신 있나 확인해봐야됨,0,0,1,0,0,1,0,0
윽 진짜 혐오스러워,0,1,0,0,0,1,0,0
남잔데 메이크업 왜 함?,0,0,0,0,0,1,0,0
여자같이 그러지좀 마 역겨워,0,1,0,0,0,1,0,0
목소리도 완전 여성스러움 토나올거 같애,0,0,0,0,0,1,0,0
둘이 인스타에 올린 셀카랑 실물 갭차이 실화임?,0,0,0,0,0,1,0,0
얼굴 개박살남,0,0,0,0,0,1,0,0
여자는 성괴 남자는 눌린 찐빵같이 생김,0,1,0,0,0,1,0,0
끼리끼리 아주 자알 만났네,0,0,0,0,0,1,0,0
와 여자 따먹고 싶게 생겼다,0,0,1,0,0,0,0,0
그냥 자빠뜨려서 임신시켜버리고 싶네,0,0,1,0,0,0,0,0
교복 치마 젖히고 박고싶어,0,0,1,0,0,0,0,0
이게 왜 인기 영상인거냐,0,0,0,0,0,1,0,0
술 쳐먹고 아주 꼴값 떨고 있어요,0,0,0,0,0,1,0,0
커플 극혐 나가 죽어라,0,0,0,0,0,1,0,0
두분 이쁜 사랑하세요~!!,0,0,0,1,0,0,0,0
응 안이뻐 이딴 커플 영상 올리지좀 마,0,0,0,0,0,1,0,0
연애질하는 영상이 뭐가 재미있는건지.. 진짜 존노잼임,0,0,0,0,0,1,0,0
이런거 보면 아주 잘근잘근 밟아버리고 싶네,0,0,0,0,1,0,0,0
와 한겨울에 저렇게 입고 돌아다닌게 제정신이냐,0,0,0,0,0,1,0,0
뭐 남이 어떻게 입든 상관 없는데 지가 저렇게 입어놓고 춥다고 징징거리는거 극혐임,0,0,0,0,0,1,0,0
나중에 감기라도 걸리면 유난떨면서 남친한테 징징거릴거 뻔히 보인다,0,0,0,0,0,1,0,0
와 벌써부터 귀에서 피나겠다,0,0,0,0,0,1,0,0
오늘 사주 보러 갔는데 {설리;연예인.여자.부정}랑 사주 똑같대,0,0,0,1,0,0,0,0
어디가서 말하기도 쪽팔리고 다시 태어나고 싶다,0,0,0,0,0,1,0,0
그 많고 많은 사람들 중에 왜 하필 쟤야,0,0,0,0,0,1,0,0
이 세상에 어그로 끌기 위해 태어난 인간,0,0,0,0,0,1,0,0
뭐만 하면 노브라 기승전 설꼭지,0,0,1,0,0,0,0,0
니가 노브라인지 아닌지 아무도 안궁금해 하니까 그만좀 나댔으면,0,0,1,0,0,1,0,0
쟤는 생긴것도 처키같이 생겨서 꼴보기 싫음,0,0,0,0,0,1,0,0
나는 생긴거 보다는 걍 노잼이라 극혐,0,0,0,0,0,1,0,0
쟤 나오는거 보면서 단 한번도 웃은 적이 없음,0,0,0,0,0,1,0,0
개그우먼이 직업인데 웃기는걸 극도로 거부함,0,0,0,0,0,1,0,0
신동엽은 저기서 하는게 뭐임?,0,0,0,0,0,1,0,0
하는 프로그램마다 죄다 앉아서 입만 터는 실내 예능임,0,0,0,0,0,1,0,0
하나는 동물들이 다하고 하나는 엄마들이 다하고..,0,0,0,1,0,0,0,0
편한 예능만 골라서 하는 늙은 여우같음,0,0,0,0,0,1,0,0
저런것들은 고정으로 쓸 이유가 없음 무능의 극치,0,0,0,0,0,1,0,0
나는 얘가 댄서 출신 가수라는걸 첨 알았다,0,0,0,1,0,0,0,0
얘 춤추는거 봄?,0,0,0,1,0,0,0,0
내눈에는 무슨 노래방 바람인형 같았음,0,0,0,0,0,1,0,0
진짜 팔다리 휘적거리는거 극혐 확 바람 빼버릴까보다,0,0,0,0,0,1,0,0
세상에서 얘가 제일 재수없어,0,0,0,0,0,1,0,0
하는 일마다 재수 없기를 매일 기도하련다,0,0,0,0,0,1,0,0
생긴게 전형적인 돼지상,0,0,0,0,0,1,0,0
입 열면 돼지 멱따는 소리밖에 안날 것 같음,0,0,0,0,0,1,0,0
아니지 김 날 때 바로 눌러버린 찐빵처럼 생겼음ㅋㅋ,0,0,0,0,0,1,0,0
볼 빵빵한게 누르면 바로 터져버리겠네,0,0,0,0,0,1,0,0
목소리가 진짜 금방 질리는 스타일임,0,0,0,0,0,1,0,0
감정 없이 기계같이 부르니까 듣기 거북함,0,0,0,0,0,1,0,0
저러다가 히트곡 못내면 슬그머니 사라지겠지,0,0,0,0,0,1,0,0
이런애를 틀딱 노인네들은 대체 왜 빨아주는지 이해할 수가 없네,0,0,0,0,0,1,0,0
솔직히 얘는 거품이 너무 심함,0,0,0,0,0,1,0,0
스스로 뜨려는 노력은 안하고 남자들한테 묻어가는 인생 진짜 한심해보임,0,0,0,0,0,1,0,0
좀 괜찮은 엄친아 옆에 끼고 후리고 싶어하는 야망녀 이미지임,0,0,0,0,0,1,0,0
누가 쟤보고 이쁘다고 입털었냐,0,0,0,0,0,1,0,0
계속 예쁘다 예쁘다 하니까 진짜 지가 잘난줄 알고 엄청 건방져짐,0,0,0,0,0,1,0,0
지 수준도 모르고 지가 여배우인줄 알고 나댐,0,0,0,0,0,1,0,0
쟤 졸사 공개된거 봄?,0,0,0,1,0,0,0,0
엉 진심 동일인물 맞나 싶더라,0,0,0,0,0,1,0,0
무슨 턱이 거의 식빵 수준이야 성형 오지게 했나봄,0,0,0,0,0,1,0,0
그래봤자 성질 나쁜 할매상,0,0,0,0,0,1,0,0
개쵸티 아직도 활동함?,0,0,0,0,0,1,0,0
ㅇㅇ 이번에 재결합하고 콘서트도 한대,0,0,0,1,0,0,0,0
아직도 저것들 빨아주는 개노답 아줌마들 있나봄,0,0,0,0,0,1,0,0
쉰내나는 틀딱들 끝까지 팬들 돈뜯어먹으려고 발악하네,0,0,0,0,0,1,0,0
쟤 아직도 결혼 못했지?,0,0,0,1,0,0,0,0
ㅇㅇ 저 노총각 장가도 못가고 저렇게 할일 없이 살다가 그냥 인생 마감할듯,0,0,0,0,0,1,0,0
저게 연예인이냐?,0,0,0,0,0,1,0,0
볼수록 연예인 같지가 않아 관리를 넘 안하는듯,0,0,0,0,0,1,0,0
쟤 부산 출신이랬나?,0,0,0,1,0,0,0,0
사투리 쓰는거 보면 바로 알잖아 누가 봐도 부산사람임,0,0,0,1,0,0,0,0
근데 사투리가 너무 세서 말투가 못배운 사람 같애,0,0,0,0,0,1,0,0
완전 쌈마이 무식이 뚝뚝 떨어짐,0,0,0,0,0,1,0,0
저게 래퍼냐?,0,0,0,0,0,1,0,0
래퍼가 랩을 못해서 쓰나 랩 실력 절대 인정 못함,0,0,0,0,0,1,0,0
거품발 톤발 발성발 갈수록 진짜 별로임,0,0,0,0,0,1,0,0
심지어는 래퍼씩이나 돼서 작사 능력 개딸림,0,0,0,0,0,1,0,0
오글거리는 가사 더는 못들어주겠음,0,0,0,0,0,1,0,0
제발 자기가 톱모델이라고 자랑질 좀 그만하고 다녔으면,0,0,0,0,0,1,0,0
자기 입으로 본인이 신이 내린 몸매라고 하는것도 이젠 웃기지도 않음,0,0,0,0,0,1,0,0
신이 내린 몸매가 아니라 신이 내린 젓가락이겠지ㅋㅋ,0,0,0,0,0,1,0,0
저 늙다리 아줌마가 용케도 임신 성공했네,0,0,0,0,0,1,0,0
아무리 생각해도 저 아줌마 남편이 어리니까 괜히 애가져서 발목잡으려는거 같음,0,0,0,0,0,1,0,0
아무래도 어린 여자랑 바람날 수도 있고 이혼할 수도 있으니까 미리 대비를 하는거지,0,0,0,1,0,0,0,0
연하남이랑 결혼했다는 건 언제까지 우려먹을 생각인건지,0,0,0,1,0,0,0,0
알겠으니까 자랑질좀 그만 해대세요,0,0,0,0,0,1,0,0
저거 지 능력으로 뜬거 아니지 않나?,0,0,0,0,0,1,0,0
다른 사람들한테 묻어가려고 발악하는 거품덩어리,0,0,0,0,0,1,0,0
한번 사는 인생 저렇게 무성의하게 살고 싶은가?,0,0,0,0,0,1,0,0
도대체 저 거품은 언제 빠질 생각인지,0,0,0,0,0,1,0,0
옛날에 경솔한 언행으로 물의 일으키더니 나이 먹고서도 똑같네,0,0,0,0,0,1,0,0
역시 사람 고쳐쓰는거 아니라더니 세살 버릇 여든까지 가네,0,0,0,0,0,1,0,0
못배워서 그런가 상황 판단이 잘 안되는듯,0,0,0,0,0,1,0,0
뭐가 맞고 틀린지를 전혀 모르나봄,0,0,0,1,0,0,0,0
자기가 사건 사고 없는 연예인이라고 떠벌리고 다니더니 저건 그냥 얼굴이 사고 아님?,0,0,0,0,0,1,0,0
ㅇㅈ 괴물같이 생긴게 이쁜척하니까 역겨움,0,0,0,0,0,1,0,0
노래 춤 작사 작곡 예능감 같은게 점점 퇴화하는 듯,0,0,0,0,0,1,0,0
저런데도 아직 뭘 하긴 하네,0,0,0,1,0,0,0,0
방송국놈들은 뭘 믿고 저런애를 계속 쓰는건지,0,0,0,0,0,1,0,0
아 방송계 떠날 시기를 놓친건가?,0,0,0,0,0,1,0,0
중2병보다 더 오글거리는 중증 아티스트병,0,0,0,0,0,1,0,0
저런놈이 쓴 가사 듣고 있자니 토나올것 같음,0,0,0,0,0,1,0,0
요즘 연옌들 방송에서 섹드립 많이 치는데 맛깔나게 못살릴거면 아예 안했으면,0,0,0,0,0,1,0,0
너무 투머치한 섹드립은 오히려 듣기 거북하고 더러움,0,0,0,0,0,1,0,0
아 말하는 사람이 더럽게 생겨서 그런건가ㅋㅋㅋ,0,0,0,0,0,1,0,0
다크써클 턱밑까지 내려온게 밤에 잠 안자고 맨날 야동만 보나봄,0,0,0,0,0,1,0,0
말이 좋아서 섹드립이지 그냥 쟤는 잘풀린 변태임,0,0,0,0,0,1,0,0
방송 몇번 나오니까 지가 유명한 줄 아나봐,0,0,0,0,0,1,0,0
쟤는 그냥 지가 연예인인줄 아는 스타병 걸린 아줌마임,0,0,0,0,0,1,0,0
저런 것도 가수랍시고 나오는 거냐?,0,0,0,0,0,1,0,0
똥폼 잡는 건달 창법 진짜 듣기 싫다,0,0,0,0,0,1,0,0
웅얼거리면서 가사 전달도 잘 안되고.. 듣기 거북함,0,0,0,0,0,1,0,0
내 몸무게에 더이상 간섭하지마 스트레스 받아서 건강도 안좋아지고 오히려 살도 더 찌는 것 같아,0,0,0,1,0,0,0,0
너 그거 핑계야 내가 다 너 생각해서 그러는건데 그게 나한테 그렇게까지 말할 일이야?,0,0,0,1,0,0,0,0
다이어트 그거 다 의지 부족이야 네가 그래서 안되는거야,0,0,0,0,0,1,0,0
나니까 너 만나주는거임 다른 사람같았으면 너 돼지같다고 안만나줘,0,0,0,0,0,1,0,0
미안하지만 나 안뚱뚱해 돼지는 너가 돼지겠지,0,0,0,0,0,1,0,0
맨날 음식나오면 허버허버 쳐먹는 한남 주제에 누가 누굴 만나줘,0,1,0,0,0,1,0,0
니 그 그지같은 잣대로 가스라이팅 하면서 내 인생 너같은 한남충 수준으로 끌어내리지 말고 제발 내 인생에서 사라져줘,0,1,0,0,0,1,0,0
쟤 이번에 결혼한단다,0,0,0,1,0,0,0,0
아 그래서 이번에 그렇게 얼굴을 갈아 엎은거였구나,0,0,0,0,0,1,0,0
근데 도대체 어떻게 성형을 해야 쟤처럼 이상해지는거지?,0,0,0,0,0,1,0,0
한쪽은 흘러내리고 한쪽은 팽팽한거 보면 세상 한심함,0,0,0,0,0,1,0,0
알고보니 결혼해서 팔자 고칠려고 발악하는 성괴였구만,0,0,0,0,0,1,0,0
셰프가 그렇게 대단한 직업인가? 티비 틀면 여기저기 다 나오네,0,0,0,0,0,1,0,0
저번에 스타셰프라는 사람 식당가서 먹어봤는데 돈주고 사먹기 아까운 맛이었음,0,0,0,0,0,1,0,0
심지어는 셰프 있냐고 물어보니까 안계신대,0,0,0,1,0,0,0,0
자기 식당도 안지키고 방송만 주구장창 하는 꼬라지 하고는 제발 본업에 충실하시길,0,0,0,0,0,1,0,0
학창시절에 공부도 안하다가 빽으로 요리 찔끔 배워서 프라이팬 흔들고 있으면서 뭐가 그리 대단하다고 다들 빨아주는지..,0,0,0,0,0,1,0,0
쟤 뚝배기 진짜 크다,0,0,0,0,0,1,0,0
ㅇㅈ 거기다가 약간 말상에 눈동그래서 프랑켄슈타인같애,0,0,0,0,0,1,0,0
젝키? 언제적 젝키야 어디까지 우려먹을 작정인지,0,0,0,0,0,1,0,0
활동할 당시에도 노래도 못해 춤도 못춰 그렇다고 잘생기지도 않아서 그룹빨로 얹혀가는 느낌이었음,0,0,0,0,0,1,0,0
