sentence,d_num,speaker,label,혐오,선정,범죄,욕설,비난,비도덕 아님,폭력,차별
말본새하고는... 고운말 쓰자 고운말,60,화자2,비도덕 아님,0,0,0,0,0,1,0,0
와 말투 진짜 틀딱 + 도태 냄새 나,60,화자1,"혐오,비난",1,0,0,0,1,0,0,0
와 ㄹㅇ 임종틀딱체,60,화자3,"혐오,비난",1,0,0,0,1,0,0,0
자기보다 30살 많은 할아버지랑 사랑에 빠진 게 말이되냐?,61,화자1,비도덕 아님,0,0,0,0,0,1,0,0
이런 기사 보고 틀딱들 또 상상회로 돌릴 거 생각하니까 진심 토나온다,61,화자1,"혐오,비난",1,0,0,0,1,0,0,0
드러워 우웩,61,화자2,혐오,1,0,0,0,0,0,0,0
다문화 TV나오는 거 보면 순박한 농촌총각이랑 순진한 외국인 여자의 사랑으로 포장하는 거 역겨움,62,화자1,"차별,혐오,비난",1,0,0,0,1,0,0,1
사실 농촌총각이 아니라 도태된 틀딱 아님?,62,화자1,"혐오,비난",1,0,0,0,1,0,0,0
ㅇㅇ 여자들 개 불쌍함,62,화자2,비도덕 아님,0,0,0,0,0,1,0,0
제발 한남들 그냥 느그끼리 살아라,62,화자2,비도덕 아님,0,0,0,0,0,1,0,0
오늘 지하철 겨우 자리 나서 앉아 있는데 노약자석도 아닌데 틀딱이 나보고 일어나라했다,63,화자1,비도덕 아님,0,0,0,0,0,1,0,0
진짜 짜증나 ㅜㅜ,63,화자1,비도덕 아님,0,0,0,0,0,1,0,0
틀딱 편도결석냄새가 여기까지 난다,63,화자2,"혐오,비난",1,0,0,0,1,0,0,0
틀딱 그렇게 힘들면 관짝에나 드가쇼,63,화자2,"혐오,비난,폭력",1,0,0,0,1,0,1,0
남자들 군대 갔다 온다고 가산점 받는 거 진짜 이해 안 됨,64,화자1,비도덕 아님,0,0,0,0,0,1,0,0
군대 갔다 와봤자 전쟁나면 한남들 젤 먼저 도망갈듯,64,화자1,비난,0,0,0,0,1,0,0,0
그냥 부러우면 부럽다고 말하고 니도 군대 갔다 오든가,64,화자2,비도덕 아님,0,0,0,0,0,1,0,0
한남 종특이야 ㅋㅋㅋ 지들 부러워한다고 생각 ㅋㅋ,64,화자3,비난,0,0,0,0,1,0,0,0
연애 하고 싶다,65,화자1,비도덕 아님,0,0,0,0,0,1,0,0
니 얼굴을 봐라,65,화자2,비난,0,0,0,0,1,0,0,0
한남은 거두는 거 아니다,65,화자3,혐오,1,0,0,0,0,0,0,0
너같은 거한테 거둬달라고 한 적 없어,65,화자1,비도덕 아님,0,0,0,0,0,1,0,0
한남소리에 발작하는 걸 보니 심지어 소추인듯,65,화자3,"비난,선정",0,1,0,0,1,0,0,0
어떤 여자가 물에 빠져서 도와줬더니 지 가슴 만졌다고 성추행으로 신고했단다,66,화자1,비난,0,0,0,0,1,0,0,0
물에 빠져 뒤지든지 말든지 절대 여자 도와주면 안 된다,66,화자1,비도덕 아님,0,0,0,0,0,1,0,0
지는 언제 도와준적 있나?,66,화자2,비도덕 아님,0,0,0,0,0,1,0,0
해준 적도 없으면서 입만 산 한남들,66,화자2,비난,0,0,0,0,1,0,0,0
젊은 한남은 걍 여자든 누구든 안 도와줌 종특임,66,화자3,비난,0,0,0,0,1,0,0,0
나 오늘부터 헬스장 등록함,67,화자1,비도덕 아님,0,0,0,0,0,1,0,0
멸치한남은 뒤지게 할 수 있게 체력 기르자,67,화자1,"혐오,비난,폭력",1,0,0,0,1,0,1,0
적어도 공익남들은 팰 수 있게 ㅋ,67,화자1,"혐오,비난,폭력",1,0,0,0,1,0,1,0
너 한 손으로 사과 으깰 수 있어?,68,화자1,비도덕 아님,0,0,0,0,0,1,0,0
나 가능!,68,화자2,비도덕 아님,0,0,0,0,0,1,0,0
한남 두개골도 으스러트려 주실 수 있을까요?,68,화자3,"혐오,폭력",1,0,0,0,0,0,1,0
개웃겨 ㅋㅋㅋㅋㅋ 한녀한테 총쏘는 법 안 가르쳐주는 이유= 한남 다 죽일까봐잖아 ㅎㅎ,68,화자4,"혐오,폭력",1,0,0,0,0,0,1,0
오늘 뉴스 기사 봤냐?,69,화자1,비도덕 아님,0,0,0,0,0,1,0,0
틀딱이 또 술 취해서 버스기사 줘팼대,69,화자1,비도덕 아님,0,0,0,0,0,1,0,0
짐승만도 못한 틀딱 샛기들 나중에 데질 때 즈그 샛기들한테 저렇게 처맞다 데져라,69,화자2,"혐오,비난,폭력,욕설",1,0,0,1,1,0,1,0
딱 임종 틀딱이 할 짓이네,69,화자1,"혐오,비난",1,0,0,0,1,0,0,0
오늘 식당에서 한남 진상 때문에 밥먹다 기분 잡침,70,화자1,비도덕 아님,0,0,0,0,0,1,0,0
진짜 한남만 꼬이면... 아우,70,화자1,혐오,1,0,0,0,0,0,0,0
노 한남 존 만들었으면 좋겠다,70,화자2,혐오,1,0,0,0,0,0,0,0
이전 회사에서 있었던 썰 풀어보자,71,화자1,비도덕 아님,0,0,0,0,0,1,0,0
모든 걸 비효율적으로 만드는 한남들 세상에 불필요한 존재야 진심,71,화자2,"혐오,비난",1,0,0,0,1,0,0,0
일 벌려놓은 거 수습하느라 진땀뺐어 맨날,71,화자2,비도덕 아님,0,0,0,0,0,1,0,0
나는 틀딱이 제일 싫었음... 되도 않는 농담이랍시고 말거는게 역겨움,71,화자3,"혐오,비난",1,0,0,0,1,0,0,0
나한테 미쓰김이라고 한 틀딱도 있었음 ㅌㅋㅌㅌㅋㅋ 다방인줄 아나,71,화자3,"혐오,비난",1,0,0,0,1,0,0,0
일자리도 진짜 없는데 있어도 환경 자체가 한남 범벅임,71,화자4,비도덕 아님,0,0,0,0,0,1,0,0
한남은 전 연령대가 그냥 폐기물,71,화자4,"혐오,비난",1,0,0,0,1,0,0,0
오늘 우리 회사 남자들 단톡방 유출되서 난리났어,72,화자1,비도덕 아님,0,0,0,0,0,1,0,0
회사 여직원들 외모 점수 매기고 더러운 얘기 한 거 다 퍼졌다,72,화자1,비도덕 아님,0,0,0,0,0,1,0,0
진짜 소름끼쳐,72,화자1,비도덕 아님,0,0,0,0,0,1,0,0
음침하노 한남수준,72,화자2,비난,0,0,0,0,1,0,0,0
걍 딱 한남들 단톡방 수준 ㅋㅋㅋㅋ,72,화자3,비난,0,0,0,0,1,0,0,0
이게 한남의 실체겠지... 진짜 역겹다,72,화자4,혐오,1,0,0,0,0,0,0,0
으 진짜 불쾌하겠다 왜저러냐 진짜,72,화자5,비도덕 아님,0,0,0,0,0,1,0,0
교사 중에 여자가 너무 많아서 남교사 할당제 한다는데?,73,화자1,비도덕 아님,0,0,0,0,0,1,0,0
진짜 대~단하다 걍 대놓고 도태된 한남들 표 얻고 싶어서 환장했구만,73,화자2,비난,0,0,0,0,1,0,0,0
진짜 한남들 지들이 기준 미달이면서 여기가서 징징 저기가서 징징 겁나 징징대네,73,화자3,비난,0,0,0,0,1,0,0,0
쪽팔리지도 않나,73,화자3,비도덕 아님,0,0,0,0,0,1,0,0
한남샛기들 어디서 날로 먹을려고 진짜 미개하네,73,화자4,"비난,욕설",0,0,0,1,1,0,0,0
우리나라 출산율 세계 꼴지래,74,화자1,비도덕 아님,0,0,0,0,0,1,0,0
다 한남 때문임,74,화자2,비난,0,0,0,0,1,0,0,0
한남은 전세계 그 누가봐도 심하다고 할 수준임 ㅋㅋㅋ,74,화자2,비난,0,0,0,0,1,0,0,0
오늘 소개팅 나갔는데 진짜 끔찍했음,75,화자1,비도덕 아님,0,0,0,0,0,1,0,0
한 번 웃어줬더니 급발진하고 선 넘는데 역시 한남...,75,화자1,비난,0,0,0,0,1,0,0,0
그러게 한남이랑 소개팅을 왜 해,75,화자2,비도덕 아님,0,0,0,0,0,1,0,0
다들 한남 불매 좀 하자고,75,화자2,비난,0,0,0,0,1,0,0,0
가짜뉴스로 선동하는 거에 속지 마세요,76,화자1,비도덕 아님,0,0,0,0,0,1,0,0
물타기랑 가짜뉴스 믿는 거 진짜 틀딱밖에 안하는 줄 알았는데... ㅋㅋㅋ,76,화자2,비난,0,0,0,0,1,0,0,0
어휴 쉰내나 ㅜ 틀딱남들 관짝엔 안 들어가고 댓글 달고 앉아 있노 ㅜ,76,화자3,"혐오,비난,폭력",1,0,0,0,1,0,1,0
경상 틀딱 언제죽어,76,화자4,"혐오,비난,폭력",1,0,0,0,1,0,1,0
나 오늘 놀러갔다가 불륜 커플 봤다,77,화자1,비도덕 아님,0,0,0,0,0,1,0,0
나도 서울 근교 유원지 놀러갈 때 딱 봐도 불륜 티 나는 사람들 자주 봐,77,화자2,비도덕 아님,0,0,0,0,0,1,0,0
도대체 틀딱이 뭐가 좋다고 만나는거지?,77,화자1,비도덕 아님,0,0,0,0,0,1,0,0
진짜 거드름 피우고 괜히 종업원들한테 센척하고 재수 털리던데,77,화자1,비난,0,0,0,0,1,0,0,0
그리고 틀딱들은 주로 배 나오고 거무죽죽해서 담배 쩐내 나고 쉰내 나게 생겼음,77,화자2,"혐오,비난",1,0,0,0,1,0,0,0
오늘 마트 갔는데 틀딱 진상 때문에 계산 겁나 늦어짐,78,화자1,"혐오,비난",1,0,0,0,1,0,0,0
동전 다 긁어와서 계산하고 종업원한테 행패 부리는데 진짜 짜증났어,78,화자1,비도덕 아님,0,0,0,0,0,1,0,0
궁상스러운 틀딱 ㅋㅋㅋㅋㅋㅋㅋ,78,화자2,"혐오,비난",1,0,0,0,1,0,0,0
러시아 여자들이 한국 남자 좋아한대,79,화자1,비도덕 아님,0,0,0,0,0,1,0,0
얼굴 빻은 페미들 꼴도 보기 싫은데 이참에 러시아로 가자,79,화자1,"혐오,비난",1,0,0,0,1,0,0,0
개웃_ㅋㅋㅋㅋ 한남들 제발 눈에 띄지 말고 사라져라,79,화자2,비난,0,0,0,0,1,0,0,0
한남이랑 러남 교환좀요 ㅜㅜ,79,화자3,비도덕 아님,0,0,0,0,0,1,0,0
나 오늘 좀 신경썼는데 어때?,80,화자1,비도덕 아님,0,0,0,0,0,1,0,0
사진 보고 평가좀,80,화자1,비도덕 아님,0,0,0,0,0,1,0,0
한남이 꾸민 거 같다는 거 개웃김 ㅋㅋㅋㅋㅋ,80,화자2,비난,0,0,0,0,1,0,0,0
나 진짜 요즘 한남들 마스크 쓰고 다녀서 너무 다행이야 ㅜㅜㅜ,81,화자1,비도덕 아님,0,0,0,0,0,1,0,0
일남 원숭이보다 한남이 더 못생겼는데 얼굴 가려줘서 고마워,81,화자1,비난,0,0,0,0,1,0,0,0
니 얼굴이나 어떻게 좀 해봐,81,화자2,비난,0,0,0,0,1,0,0,0
칼푹찍 하고 싶다 한남들 보면,82,화자1,"혐오,폭력,범죄",1,0,1,0,0,0,1,0
왜 그래 갑자기?,82,화자2,비도덕 아님,0,0,0,0,0,1,0,0
그냥 한남은 사회악이야,82,화자1,"혐오,비난",1,0,0,0,1,0,0,0
한남유충은 진작 낙태 당했어야 돼,82,화자1,"혐오,폭력,범죄",1,0,1,0,0,0,1,0
오늘 광화문에서 페미들 상의탈의 시위함,83,화자1,비도덕 아님,0,0,0,0,0,1,0,0
밋틴건가... 차라리 다 벗지 ㅋㅋㅋ,83,화자1,"비난,선정",0,1,0,0,1,0,0,0
ㄱㅊ도 걍 내놓고 다녀~,83,화자2,"비난,선정",0,1,0,0,1,0,0,0
그리고 틀딱모로게이한테 걸려라 ㅎㅎ,83,화자2,"혐오,비난",1,0,0,0,1,0,0,0
오늘 또 한남 한 명 지하철에서 몰카찍다 걸렸대,84,화자1,비도덕 아님,0,0,0,0,0,1,0,0
몰카까지 찍은게 ㄹㅇ 한남의 정석,84,화자2,비도덕 아님,0,0,0,0,0,1,0,0
걍 뒤졌으면 역겨워 진짜 한남들만 없어도 한국 청정지역이다,84,화자1,"혐오,비난,폭력",1,0,0,0,1,0,1,0
한남은 뒤지는게 세상에 기여하는 일이다,84,화자2,"혐오,비난,폭력",1,0,0,0,1,0,1,0
한남이랑 결혼해서 애까지 낳는거 넘나 신기함 ㅋㅋㅋ,85,화자1,비도덕 아님,0,0,0,0,0,1,0,0
니 면상으로는 결혼하지도 못해,85,화자2,비난,0,0,0,0,1,0,0,0
네 다음 한남,85,화자1,비도덕 아님,0,0,0,0,0,1,0,0
오늘 지하철에 한남 암내 쩔었음,86,화자1,비도덕 아님,0,0,0,0,0,1,0,0
아 진짜 싫다,86,화자2,비도덕 아님,0,0,0,0,0,1,0,0
좀 씻고 향수라도 뿌리고 다녀 냄새 오져 한남들,86,화자2,"혐오,비난",1,0,0,0,1,0,0,0
70대 할아버지가 20대 여자 성추행했대,87,화자1,비도덕 아님,0,0,0,0,0,1,0,0
밋틴 노망난 틀딱,87,화자2,"혐오,비난,욕설",1,0,0,1,1,0,0,0
그냥 빨리 죽어야 되는 거 아니냐?,87,화자2,폭력,0,0,0,0,0,0,1,0
발정난 틀딱 홀딱 벗겨서 6.9 광화문 전광판에 전시해버릴라,87,화자3,"혐오,비난,폭력,선정",1,1,0,0,1,0,1,0
한남 너무 끔직해,88,화자1,"혐오,비난",1,0,0,0,1,0,0,0
꼴도 보기 싫음,88,화자1,비도덕 아님,0,0,0,0,0,1,0,0
니가 더 끔찍해,88,화자2,혐오,1,0,0,0,0,0,0,0
지 남자친구가 오구오구 해주니까 지가 진짜 귀여운줄 아나봄,89,화자1,비난,0,0,0,0,1,0,0,0
매번 말할때마다 혀짧은 소리 내는거 역겨움,89,화자1,비난,0,0,0,0,1,0,0,0
코맹맹이 소리 내면서 애교 부리는거도 진짜 토쏠림,89,화자2,비난,0,0,0,0,1,0,0,0
그러다가 내가 혀 뽑아버리는 수가 있음,89,화자2,폭력,0,0,0,0,0,0,1,0
한남들 얼굴이 다 하향평준화 된 것 같음,90,화자1,"혐오,비난",1,0,0,0,1,0,0,0
내가 숏컷하고 다닌지 꽤 됐는데 돌아다니면서 나보다 잘생긴 한남 본적 없다,90,화자1,비난,0,0,0,0,1,0,0,0
그래놓고 남들 얼굴 평가질 오지게 함,90,화자2,비난,0,0,0,0,1,0,0,0
진짜 한남들의 마인드는 상상을 초월한다,90,화자1,"혐오,비난",1,0,0,0,1,0,0,0
정말 다른 의미로 한남들 대단들하십니다,90,화자2,혐오,1,0,0,0,0,0,0,0
나는 남자들 화장실 다녀오는거 보고 기겁했음,91,화자1,비도덕 아님,0,0,0,0,0,1,0,0
걔네는 볼일 보고나서 아예 손 안닦거나 물만 대충 묻히고 나오잖아,91,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그러고 다른 사람이 왜 손 안씻냐 그러면 지들 더러운거 인정하기 싫어서 부득부득 우김,91,화자2,비도덕 아님,0,0,0,0,0,1,0,0
아무것도 모르고 좋다면서 저 더러운 한남들 손 잡고 다닐 애인이 불쌍하다,91,화자1,"혐오,비난",1,0,0,0,1,0,0,0
저런 더럽고 바퀴벌레만도 못한 한남들이 퍽이나 여친이 있겠다,91,화자2,"혐오,비난",1,0,0,0,1,0,0,0
진심으로 걱정되서 하는 말인데 진짜 장애가 있는거 같아요,92,화자1,"혐오,비난",1,0,0,0,1,0,0,0
말도 계속 더듬고 어눌하게 하고 하는게 장애 맞는듯 병원 한번 가보시는게 좋을듯,92,화자2,"혐오,비난",1,0,0,0,1,0,0,0
티비에서 발꼬랑내 나서 못봐주겠다,93,화자1,비난,0,0,0,0,1,0,0,0
저렇게 발연기할거면 쟤를 돈주고 왜쓰냐,93,화자2,비난,0,0,0,0,1,0,0,0
저 틀딱 아재가 아이돌이라고?,94,화자1,비난,0,0,0,0,1,0,0,0
저기요 죄송하지만 늙은이는 아이돌이 될 수 없습니다,94,화자2,비난,0,0,0,0,1,0,0,0
그래도 한때 가요계를 평정했던 분들인데 말좀 가려서 합시다,94,화자3,비도덕 아님,0,0,0,0,0,1,0,0
그거 다 한때임 철지난 퇴물들은 그냥 들어가서 쉬세요,94,화자2,비난,0,0,0,0,1,0,0,0
언제까지 추억팔이 하면서 팬들 돈뜯어가며 살건지..,94,화자2,비난,0,0,0,0,1,0,0,0
어떻게 된게 옛날에 비해서 발전한게 하나도 없냐,95,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그럴거면 그냥 방송에 나오지를 마,95,화자2,비난,0,0,0,0,1,0,0,0
웃기지도 못하고 그냥 가만히 앉아있기만 하는 병풍같음,95,화자1,비난,0,0,0,0,1,0,0,0
예능 부적응자 주제에 자꾸 예능에 기어나오네,95,화자2,비난,0,0,0,0,1,0,0,0
쟤는 너무 성깔있게 생김,96,화자1,비난,0,0,0,0,1,0,0,0
ㅇㅈ 기 엄청 세보이니까 함부로 건들지 마셈 너 그러다 한대 맞을 수도 있음,96,화자2,"비난,폭력",0,0,0,0,1,0,1,0
그 성깔있게 생긴 얼굴 좀 죽여보려고 화장도 그렇게 한거 같은데 그게 문제인듯,96,화자1,비난,0,0,0,0,1,0,0,0
그냥 성깔있는 이모님이 되어버림,96,화자1,비난,0,0,0,0,1,0,0,0
쟤는 집안이 빵빵하니까 다른 연옌들처럼 떠야겠다는 절실함이 별로 없는듯,97,화자1,비난,0,0,0,0,1,0,0,0
심지어 부자들처럼 은근히 주변사람들 무시하는게 온몸에 배어있음,97,화자2,비난,0,0,0,0,1,0,0,0
지 잘난 맛에 사는 놈 꼴보기 싫음,97,화자2,비난,0,0,0,0,1,0,0,0
쟤는 맨날 인맥발로 방송나오네,98,화자1,비난,0,0,0,0,1,0,0,0
홀로서기는 죽을때까지 불가능할듯,98,화자1,비난,0,0,0,0,1,0,0,0
고정프로 나오기엔 능력치가 너무 딸림,98,화자1,비난,0,0,0,0,1,0,0,0
그냥 이대로 게스트로만 나오다가 사라질듯,98,화자2,비난,0,0,0,0,1,0,0,0
변태 자식.. 그냥 가만히나 있지 게이가 어디 티비에 나오냐,99,화자1,"혐오,비난",1,0,0,0,1,0,0,0
난 쟤 티비 나오면 토쏠려서 그냥 채널 돌려버림,99,화자2,비난,0,0,0,0,1,0,0,0
기술도 지식도 없는 외국인들이 한국와서 방송인 되는거 별로임,100,화자1,"차별,비난",0,0,0,0,1,0,0,1
ㅇㅈ 지네 나라에선 아무것도 아닌 찐따들이면서 한국와서 멋진 척 가식떠는거 역겨움,100,화자2,"차별,비난,욕설",0,0,0,1,1,0,0,1
별 노력 없이 돈 참 쉽게 버네,100,화자2,비난,0,0,0,0,1,0,0,0
제발 그만좀 나와라 너무 지겨움,101,화자1,비난,0,0,0,0,1,0,0,0
진짜 징그럽게 잘버틴다,101,화자1,비난,0,0,0,0,1,0,0,0
박수칠 때 떠나라는 말이 괜히 있는게 아님,101,화자1,비도덕 아님,0,0,0,0,0,1,0,0
되도 않는거 붙잡고 질질 끌고 있으니까 꼴불견이네,101,화자1,비난,0,0,0,0,1,0,0,0
보고싶은 뮤지컬 있었는데 아이돌 캐스팅보고 마음 접음,102,화자1,비도덕 아님,0,0,0,0,0,1,0,0
아이돌 나오는것도 짜증나는데 왜 하필 걔야,102,화자1,비난,0,0,0,0,1,0,0,0
진짜 못보겠음 믿고 거른다,102,화자1,비난,0,0,0,0,1,0,0,0
쟤는 살만 좀 빼면 이쁠거 같은데 노력을 안하네,103,화자1,비난,0,0,0,0,1,0,0,0
춤선이 살에 가려서 보이질 않는다,103,화자2,비난,0,0,0,0,1,0,0,0
ㅋㅋㅋ출렁이노,103,화자2,비난,0,0,0,0,1,0,0,0
점프하는게 왠지 힘겨워 보임,103,화자1,비난,0,0,0,0,1,0,0,0
저 여자 얼굴은 못생겼는데 가슴은 빵빵하네,104,화자1,"비난,선정",0,1,0,0,1,0,0,0
완전 만지고 싶게 생겼음,104,화자1,선정,0,1,0,0,0,0,0,0
아무래도 남자가 가슴보고 만나는듯,104,화자2,선정,0,1,0,0,0,0,0,0
남자 그거 할 때 좋겠네,104,화자1,선정,0,1,0,0,0,0,0,0
그렇게 파인 옷 입고 살짝만 보여줄거면 그냥 아예 벗어라,105,화자1,선정,0,1,0,0,0,0,0,0
저런 옷 입는 꼬라지 보면 나 좀 따먹어달라고 광고하는거 같음,105,화자2,선정,0,1,0,0,0,0,0,0
언니는 이쁜데 동생은 왜 그모양임?,106,화자1,비난,0,0,0,0,1,0,0,0
진짜 유전자 몰빵 제대로네ㅋㅋ,106,화자2,비난,0,0,0,0,1,0,0,0
쟤는 왜저렇게 화장을 떡칠하고 다닐까,107,화자1,비난,0,0,0,0,1,0,0,0
못생겼으니까 화장을 진하게 하지,107,화자2,비난,0,0,0,0,1,0,0,0
본판이 못생겼는데 화장을 한다고 그게 가려지나,107,화자1,비난,0,0,0,0,1,0,0,0
차라리 아예 화장을 하지 마 역겨워,107,화자1,비난,0,0,0,0,1,0,0,0
무슨 자신감으로 도대체 비키니를 입은거지?,108,화자1,비난,0,0,0,0,1,0,0,0
보니까 뱃살 오짐 거의 멧돼지 수준,108,화자2,비난,0,0,0,0,1,0,0,0
세상 뚱뚱한데.. 나같으면 저런 영상 못찍을듯,108,화자1,비난,0,0,0,0,1,0,0,0
비키니는 말라야 이쁘지 저 몸매로는 비키니는 둘째치고 뭘 입든 다 별로임,108,화자2,비난,0,0,0,0,1,0,0,0
입을거면 몸매 관리를 좀 하고 입던가 보는 사람 눈도 좀 생각해줘야지 역겹다구요,108,화자1,비난,0,0,0,0,1,0,0,0
볼때 마다 느끼는건데 저 남자는 무식한거 다티남,109,화자1,비난,0,0,0,0,1,0,0,0
보나마나 지잡 출신 백퍼일듯,109,화자1,비난,0,0,0,0,1,0,0,0
가만히 입다물고 있으면 반은 갈텐데..,109,화자2,비난,0,0,0,0,1,0,0,0
엄마 아빠 둘다 이쁘고 잘생겼는데 애는 왜 그모양임,110,화자1,비난,0,0,0,0,1,0,0,0
크면서 점점 못생겨지는듯,110,화자2,비난,0,0,0,0,1,0,0,0
이정도면 부모가 성형한거 빼박아니냐,110,화자1,비난,0,0,0,0,1,0,0,0
동성애가 왜 나쁜거임? 다를거 없이 다 똑같은 사람인데..,111,화자1,비도덕 아님,0,0,0,0,0,1,0,0
사람? 그럼 조두순이나 유영철도 사람이라는 소리임?,111,화자2,"비난,범죄",0,0,1,0,1,0,0,0
지금 동성애랑 성범죄자랑 동급이라는 소리임?,111,화자1,비도덕 아님,0,0,0,0,0,1,0,0
이건 뭐 머리에 빵꾸나지 않는 이상 이런 말을 할 수가 있는건가?,111,화자1,비난,0,0,0,0,1,0,0,0
그냥 사회부적응자가 관심받고 싶어서 그러는거니까 먹이를 주지 마세요,111,화자3,비난,0,0,0,0,1,0,0,0
멀쩡히 돈도 벌면서 한남들은 왜 그렇게 그지같이 하고 다니는거임?,112,화자1,"혐오,비난",1,0,0,0,1,0,0,0
그 돈으로 피씨 방가서 허버허버 쳐먹는데 다 쓰나보네,112,화자2,비난,0,0,0,0,1,0,0,0
아 우리나라에서 한남으로 살아가기 참 편하다,112,화자2,"혐오,비난",1,0,0,0,1,0,0,0
제가 처음 들어봐서 그런데 퀴어가 무슨 뜻이에요?,113,화자1,비도덕 아님,0,0,0,0,0,1,0,0
성소수자들을 지칭하는 포괄적인 단어입니다,113,화자2,비도덕 아님,0,0,0,0,0,1,0,0
어 그거 아닌데? 바퀴어벌레라는 뜻임ㅋㅋ,113,화자3,"혐오,비난",1,0,0,0,1,0,0,0
문신충과 성괴의 만남이라..,114,화자1,"비난,혐오",1,0,0,0,1,0,0,0
이 둘의 존재 자체가 공해임,114,화자1,"비난,혐오",1,0,0,0,1,0,0,0
